BJD	RV	RVerr	RHK	RHKerr	S	Serr	BIS	BISerr	FWHM	FWHMerr	Constrast	Contrasterr
5.727512443259388965e+04	-1.906566666666666876e+01	1.155446412533316369e-01	-4.977866666666666440e+00	6.928203230275508046e-04	1.633659999999999834e-01	1.200888559914421494e-04	-9.081503402112626588e+01	2.310892825066630796e-01	7.781953666666667232e+03	2.310892825066630796e-01	6.007881300000000380e+01	1.806999776741138528e-03
5.727799895966020995e+04	-1.886666666666666714e+01	1.157507897267749941e-01	-4.977899999999999991e+00	6.928203230275508046e-04	1.633663333333333079e-01	1.197042652168714996e-04	-8.956632859921525380e+01	2.315015794535501825e-01	7.784229666666666162e+03	2.315015794535501825e-01	6.007687433333332905e+01	1.809644265459003530e-03
5.727914781264035992e+04	-1.828799999999999670e+01	1.177406001100617799e-01	-4.979600000000000470e+00	7.505553499465134710e-04	1.630686666666666673e-01	1.233608077506340237e-04	-8.980005652952978323e+01	2.354812002201237542e-01	7.784254000000000815e+03	2.354812002201237542e-01	6.008020666666666898e+01	1.840855157588987615e-03
5.728009598712627485e+04	-1.814566666666666706e+01	1.159931739251796740e-01	-4.978466666666666818e+00	6.928203230275508046e-04	1.632633333333333436e-01	1.206662062606317972e-04	-9.089032414923906344e+01	2.319863478503593479e-01	7.784615333333334092e+03	2.319863478503593479e-01	6.008248100000000136e+01	1.813520739471996329e-03
5.728094982365499891e+04	-1.664700000000000202e+01	1.180662053130835387e-01	-4.978066666666666862e+00	7.505553499465134710e-04	1.633306666666666518e-01	1.233626091379933984e-04	-9.156490763085942319e+01	2.361324106261674383e-01	7.782575333333334129e+03	2.361324106261674383e-01	6.010073766666666728e+01	1.846990888470775643e-03
5.728206901844918320e+04	-1.598033333333333417e+01	1.153638861599073362e-01	-4.971966666666665979e+00	6.928203230275508046e-04	1.643710000000000171e-01	1.200888559914421494e-04	-9.152368446744657149e+01	2.307277723198144503e-01	7.786948333333333721e+03	2.307277723198144503e-01	6.007885600000000181e+01	1.803023547004506530e-03
5.728313381301489426e+04	-1.601800000000000068e+01	1.164341884594571191e-01	-4.971633333333333127e+00	6.928203230275508046e-04	1.644306666666666417e-01	1.216287612185356287e-04	-9.116616748975786777e+01	2.328683769189144603e-01	7.784640999999999622e+03	2.328683769189144603e-01	6.007356166666667008e+01	1.820145210199632666e-03
5.729290288893938850e+04	-1.507166666666666544e+01	1.234987753962108886e-01	-4.964933333333333643e+00	7.505553499465134710e-04	1.655853333333333344e-01	1.324076197874494661e-04	-8.645900799654441471e+01	2.469975507924217772e-01	7.790250333333333401e+03	2.469975507924217772e-01	6.004572399999999988e+01	1.928206546086428698e-03
5.729399593177351926e+04	-1.606766666666666765e+01	1.175551550757973351e-01	-4.962366666666667037e+00	6.928203230275508046e-04	1.660346666666666637e-01	1.235529576065799143e-04	-8.619698072593378413e+01	2.351103101515944760e-01	7.791229000000000269e+03	2.351103101515944760e-01	6.003782000000000352e+01	1.834917637091805021e-03
5.729486595496555674e+04	-1.607266666666666666e+01	1.266749106604015407e-01	-4.965900000000000425e+00	8.082903768654760290e-04	1.654193333333333349e-01	1.383767000297055397e-04	-8.724794055649788049e+01	2.533498213208029148e-01	7.787795999999999367e+03	2.533498213208029148e-01	6.007669733333333539e+01	1.979431964174543403e-03
5.730110538716134761e+04	-1.983699999999999974e+01	1.318744231656448218e-01	-4.984333333333332838e+00	8.660254037844385870e-04	1.622846666666666604e-01	1.427997821349100735e-04	-9.077110119574116709e+01	2.637488463312896436e-01	7.783461999999999534e+03	2.637488463312896436e-01	6.010887800000000425e+01	2.062848954419404558e-03
5.730200421928437572e+04	-1.886733333333333107e+01	1.130486679481327722e-01	-4.983100000000000307e+00	6.928203230275508046e-04	1.624869999999999925e-01	1.166247543763043981e-04	-9.106814316584730307e+01	2.260973358962653501e-01	7.782693333333333612e+03	2.260973358962653501e-01	6.007800933333333404e+01	1.767621001168410673e-03
5.730292134819882631e+04	-1.876766666666666694e+01	1.196303628725233631e-01	-4.986033333333334205e+00	7.505553499465134710e-04	1.619986666666666519e-01	1.258632414788192109e-04	-9.237456257589497000e+01	2.392607257450469482e-01	7.781049333333333379e+03	2.392607257450469482e-01	6.009694700000000012e+01	1.871508747598156800e-03
5.730411825520274579e+04	-2.010533333333333061e+01	1.147737647343207018e-01	-4.986833333333333229e+00	7.318166133366715322e-04	1.618716666666666637e-01	1.193193660354894219e-04	-9.108165456888031031e+01	2.295475294686412093e-01	7.782019666666667035e+03	2.295475294686412093e-01	6.007570366666666217e+01	1.794642874382939256e-03
5.730694149808207294e+04	-1.852466666666667194e+01	1.169693251530112138e-01	-4.982033333333333758e+00	7.505553499465134710e-04	1.626683333333333314e-01	1.222079284571086306e-04	-9.125737721273925729e+01	2.339386503060224276e-01	7.779855666666666366e+03	2.339386503060224276e-01	6.011288200000000614e+01	1.830566719939881416e-03
5.730803354676790332e+04	-1.891366666666666774e+01	1.129395858717136547e-01	-4.981599999999999362e+00	6.928203230275508046e-04	1.627406666666666724e-01	1.170099710850888778e-04	-9.136245695542852729e+01	2.258791717434268931e-01	7.781459999999999127e+03	2.258791717434268931e-01	6.009466866666667073e+01	1.766567244480756957e-03
5.732195510678999563e+04	-1.619399999999999906e+01	1.124719999239470608e-01	-4.966866666666667207e+00	6.928203230275508046e-04	1.652489999999999792e-01	1.160474041071147909e-04	-8.439615293495023707e+01	2.249439998478941216e-01	7.784260999999999513e+03	2.249439998478941216e-01	6.005531066666666362e+01	1.757110409341375995e-03
5.732393824093314470e+04	-1.612300000000000111e+01	1.137890008145371196e-01	-4.973500000000000476e+00	6.928203230275508046e-04	1.641080000000000039e-01	1.175882647205919095e-04	-8.676823573615006069e+01	2.275780016290738228e-01	7.781420333333334383e+03	2.275780016290738228e-01	6.009058066666667486e+01	1.779344368665117292e-03
5.732503690046801057e+04	-1.886533333333333573e+01	1.112249220963068413e-01	-4.974699999999999456e+00	6.928203230275508046e-04	1.639056666666666440e-01	1.137380030303562810e-04	-8.858001279433163688e+01	2.224498441926131276e-01	7.783413000000000466e+03	2.224498441926131276e-01	6.007679366666667420e+01	1.738364209005939130e-03
5.732602413406591950e+04	-1.937233333333333007e+01	1.107006084648808203e-01	-4.975166666666666515e+00	6.928203230275508046e-04	1.638256666666666750e-01	1.131606527611666468e-04	-8.978204852587772677e+01	2.214012169297621957e-01	7.784126999999999498e+03	2.214012169297621957e-01	6.007573966666666365e+01	1.729951577715964015e-03
5.732791467010226188e+04	-1.657900000000000063e+01	1.175730089868885359e-01	-4.976066666666667082e+00	7.125852775477316053e-04	1.636690000000000089e-01	1.229873525566303402e-04	-9.034963630804367085e+01	2.351460179737770995e-01	7.783092666666667355e+03	2.351460179737770995e-01	6.011225133333332593e+01	1.838660282112243062e-03
